id	category	name	description	contributor_name	contributor_github_name	contributor_orcid	collection	concerns_data_topic	purpose_detail	is_open	requires_registration	url	formal_specification	used_in_bridge2ai	responsible_organization	has_application_json	has_application_name	has_application_id	has_application_references	has_application_description	has_application_category	has_application_used_in_bridge2ai	publication	related_to	has_training_resource	has_relevant_data_substrate	has_relevant_organization	subclass_of	contribution_date
B2AI_STANDARD:554	B2AI_STANDARD:OntologyOrVocabulary	SNMI	Systematized Nomenclature of Medicine, International Version	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	Systematized Nomenclature of Medicine International (SNMI) is a historical medical terminology and classification system that preceded SNOMED CT. Developed in the 1960s-1970s by the College of American Pathologists, SNMI represented one of the earliest attempts to create a comprehensive, multi-axial medical nomenclature covering topography (anatomy), morphology (structural changes), etiology (causes), and function (physiological processes). SNMI employed a systematic coding structure where concepts were represented by alphanumeric codes and could be combined using post-coordination to express complex clinical findings (e.g., combining topography codes with morphology codes to describe disease locations and characteristics). The terminology was designed primarily for pathology and clinical documentation, providing structured vocabulary for diagnoses, procedures, and laboratory findings. SNMI evolved through several versions including SNOMED (Systematized Nomenclature of Medicine), SNOMED II, and SNOMED III before being integrated into SNOMED CT (Clinical Terms) in 2002 through merger with UK's Clinical Terms Version 3 (Read Codes). While SNMI itself is now deprecated and replaced by SNOMED CT for current clinical use, it is historically significant as a foundational medical terminology that pioneered multi-axial compositional approaches to medical concept representation. Legacy SNMI data may still exist in historical medical records and research databases, requiring mapping to modern terminologies for interoperability. Understanding SNMI's structure provides context for SNOMED CT's architecture and the evolution of standardized medical terminologies used in electronic health records, clinical research, and healthcare data analytics.	True	False	https://bioportal.bioontology.org/ontologies/SNMI															[B2AI_ORG:74]		
B2AI_STANDARD:555	B2AI_STANDARD:OntologyOrVocabulary	SBO	Systems Biology Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:1]	Terms commonly used in Systems Biology and computational modeling.	True	False	https://github.com/EBI-BioModels/SBO	https://github.com/EBI-BioModels/SBO														[B2AI_ORG:29]		
B2AI_STANDARD:556	B2AI_STANDARD:OntologyOrVocabulary	TAXRANK	Taxonomic rank vocabulary	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:1]	A vocabulary of taxonomic ranks (species, family, phylum, etc).	True	False	https://github.com/phenoscape/taxrank	https://github.com/phenoscape/taxrank										doi:10.1186/2041-1480-4-34						
B2AI_STANDARD:557	B2AI_STANDARD:OntologyOrVocabulary	T4FS	terms4FAIRskills	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	A terminology for the skills necessary to make data FAIR and to keep it FAIR.	True	False	https://obofoundry.org/ontology/t4fs.html	https://github.com/terms4fairskills/FAIRterminology										doi:10.5281/zenodo.4772741						
B2AI_STANDARD:558	B2AI_STANDARD:OntologyOrVocabulary	DRON	The Drug Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:8]	An ontology to support comparative effectiveness researchers studying claims data.	True	False	https://github.com/ufbmi/dron	https://github.com/ufbmi/dron										doi:10.1186/s13326-017-0121-5				[B2AI_ORG:96]		
B2AI_STANDARD:559	B2AI_STANDARD:OntologyOrVocabulary	OBOE	The Extensible Observation Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	The Extensible Observation Ontology (OBOE) is a formal ontology for capturing the semantics of scientific observation and measurement.	True	False	https://bioportal.bioontology.org/ontologies/OBOE	https://github.com/NCEAS/oboe/														[B2AI_ORG:62]		
B2AI_STANDARD:560	B2AI_STANDARD:OntologyOrVocabulary	OGG	The Ontology of Genes and Genomes	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:12|B2AI_TOPIC:13]	A formal ontology of genes and genomes of biological organisms.	True	False	https://bitbucket.org/hegroup/ogg/src/master/	https://bitbucket.org/hegroup/ogg/src/master/																
B2AI_STANDARD:561	B2AI_STANDARD:OntologyOrVocabulary	PDRO	The Prescription of Drugs Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:8]	An ontology to describe entities related to prescription of drugs	True	False	https://github.com/OpenLHS/PDRO	https://github.com/OpenLHS/PDRO										doi:10.3390/ijerph182212025						
B2AI_STANDARD:562	B2AI_STANDARD:OntologyOrVocabulary	TXPO	Toxic Process Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Terms involving toxicity courses and processes.	True	False	https://toxpilot.nibiohn.go.jp/	https://github.com/txpo-ontology/TXPO/																
B2AI_STANDARD:563	B2AI_STANDARD:OntologyOrVocabulary	UBERON	Uberon	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	UBERON is an OBO Foundry ontology providing an integrated cross-species anatomy ontology covering anatomical structures in animals, with a focus on multi-species interoperability. The ontology enables semantic annotation of anatomical entities across diverse species, supporting comparative anatomy research, phenotype studies, and integration with specialized anatomies. UBERON is tightly integrated with the Gene Ontology (GO) and the Cell Ontology (CL), using formal ontology design patterns to represent anatomical locations and relationships. It follows FAIR principles and is released in standard formats (OWL, OBO, JSON obographs) with resolvable version IRIs. UBERON is integrated into standard tools including Ubergraph for logical queries (e.g., finding cell types by location), the Ontology Access Kit (OAK), and major browsers (OLS, Ontobee, BioPortal). The ontology supports AI/ML applications by providing standardized anatomical annotations for training data across species and enabling cross-species knowledge transfer in biomedical machine learning models.	True	False	https://obophenotype.github.io/uberon/	https://github.com/obophenotype/uberon										doi:10.1186/gb-2012-13-1-r5						
B2AI_STANDARD:564	B2AI_STANDARD:OntologyOrVocabulary	Metathesaurus	UMLS Metathesaurus	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	Biomedical terminology and hierarchical relationships between concepts.	True	True	https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/index.html		True													[B2AI_ORG:74|B2AI_ORG:115]		
B2AI_STANDARD:565	B2AI_STANDARD:OntologyOrVocabulary	UPHENO	Unified phenotype ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:25]	Integrates multiple phenotype ontologies into a unified cross-species phenotype ontology.	True	False	https://github.com/obophenotype/upheno	https://github.com/obophenotype/upheno																
B2AI_STANDARD:566	B2AI_STANDARD:OntologyOrVocabulary	UO	Units of measure ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	The Units Ontology - a tool for integrating units of measurement in science	True	False	https://obofoundry.org/ontology/uo.html											doi:10.1093/database/bas033						
B2AI_STANDARD:567	B2AI_STANDARD:OntologyOrVocabulary	UO	Units of measurement ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Metrical units for use in conjunction with PATO.	True	False	https://github.com/bio-ontology-research-group/unit-ontology	https://github.com/bio-ontology-research-group/unit-ontology																
B2AI_STANDARD:568	B2AI_STANDARD:OntologyOrVocabulary	UMDNS	Universal Medical Device Nomenclature System	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:4]	Universal Medical Device Nomenclature System (UMDNS) is a nomenclature that has been officially adopted by many nations. UMDNS facilitates identifying, processing, filing, storing, retrieving, transferring, and communicating data about medical devices. The nomenclature is used in applications ranging from hospital inventory and work-order controls to national agency medical device regulatory systems.	False	True	https://www.ecri.org/solutions/umdns															[B2AI_ORG:27]		
B2AI_STANDARD:569	B2AI_STANDARD:OntologyOrVocabulary	VO	Vaccine Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	The Vaccine Ontology (VO) is an OBO Foundry community-based biomedical ontology that systematically represents vaccine components, vaccine types, vaccination procedures, vaccine-induced immune responses, and vaccine-preventable infectious diseases in a standardized machine-readable format to support vaccine research, immunization program management, and vaccinomics data integration. Developed through international collaboration coordinated by the University of Michigan Medical School, VO encompasses comprehensive coverage of licensed human and veterinary vaccines including live-attenuated vaccines, inactivated vaccines, subunit vaccines, toxoid vaccines, mRNA vaccines, viral vector vaccines, and conjugate vaccines, representing their antigenic components, adjuvants, preservatives, manufacturing processes, and delivery routes. The ontology integrates with multiple biomedical ontologies including the Infectious Disease Ontology (IDO) for pathogen-host interactions, the Ontology for Biomedical Investigations (OBI) for vaccination protocols, the Protein Ontology (PRO) for vaccine antigens, and SNOMED CT and ICD codes for clinical documentation, enabling semantic interoperability across vaccine databases and immunization information systems. VO formally represents immunization schedules (primary series, booster doses, catch-up schedules), adverse events following immunization (AEFI) including local reactions and systemic effects, contraindications and precautions for specific populations, vaccine efficacy and effectiveness measures, and herd immunity thresholds. Applications include standardized annotation of vaccine clinical trials data, integration of vaccine safety surveillance systems (VAERS, Vaccine Safety Datalink), comparative vaccine effectiveness studies across populations and time periods, semantic queries of vaccine literature through PubMed and clinical databases, machine learning models predicting vaccine immunogenicity or reactogenicity from vaccine composition, and global immunization data harmonization supporting WHO vaccination coverage monitoring and pandemic preparedness. VO follows OBO Foundry principles with open-source development, versioned releases, and persistent URIs, making it essential infrastructure for computational vaccinology and evidence-based immunization policy.	True	False	https://github.com/vaccineontology/VO	https://github.com/vaccineontology/VO										doi:10.1186/2041-1480-3-17						
B2AI_STANDARD:570	B2AI_STANDARD:OntologyOrVocabulary	VBO	Vertebrate Breed Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Vertebrate Breed Ontology (VBO) is a comprehensive ontology providing standardized nomenclature and hierarchical classification for vertebrate animal breeds across 38 species including cattle, sheep, goats, pigs, horses, chickens, dogs, and cats, developed collaboratively by the Monarch Initiative, Online Mendelian Inheritance in Animals (OMIA), and FAO's Domestic Animal Diversity Information System (DAD-IS). VBO structures breed information using OBO Foundry principles, capturing breed names, synonyms (alternate spellings, historical names, local language variants), geographical origins, breed characteristics (size, coat color, production traits), and relationships to parent breeds or breed groups. The ontology integrates with DAD-IS's 15,000+ national breed populations representing 8,800+ breeds maintained by 182 countries' National Coordinators, ensuring global coverage and continuous updates reflecting new breed registrations and naming conventions. VBO supports cross-species breed queries by organizing breeds under species-specific classes (bovine breeds, equine breeds) while maintaining inter-breed relationships such as \"derived from\" for composite breeds and \"related to\" for breeds sharing genetic heritage. The ontology enables precise phenotype-genotype associations in animal genetics research by providing stable breed identifiers (VBO IDs) that link to genomic datasets, genetic variant databases, and phenotype repositories, facilitating genome-wide association studies (GWAS) and quantitative trait locus (QTL) mapping in livestock. VBO integrates with other biomedical ontologies including the Livestock Breed Ontology (LBO), Mammalian Phenotype Ontology (MP), and UBERON anatomy ontology to support complex queries across breed characteristics, anatomical features, and disease susceptibilities. For agricultural genomics, VBO enables tracking of breed-specific genetic diversity, conservation status of rare breeds (endangered, critical, vulnerable), and lineage documentation for breeding programs aimed at preserving genetic resources. In AI/ML applications, VBO provides structured metadata for training computer vision models on breed classification, natural language processing systems for extracting breed information from veterinary records, and knowledge graphs connecting breed genetics to production traits (milk yield, growth rate, disease resistance) and animal welfare indicators, supporting precision livestock farming and genomic selection programs.	True	False	https://github.com/monarch-initiative/vertebrate-breed-ontology	https://github.com/monarch-initiative/vertebrate-breed-ontology														[B2AI_ORG:58]		
