"id","acronym","name","category","description","collections","hasAIApplication","isMature","concerns_data_topic","has_relevant_organization","responsible_organization","isOpen","registration","URL","formalSpec","publication","trainingResources","subclassOf","contributionDate","relatedTo","usedInBridge2AI","topic","relevantOrgNames","responsibleOrgAcronym","responsibleOrgName"
"B2AI_STANDARD:201","MCL","Microbiological Common Language","Biomedical Standard","MCL is a data exchange standard for microbiological information. In short, MCL defines terms which can be used to reference and describe microorganisms. It is designed to form a simple and generic framework leveraging the electronical exchange of information about microorganisms. MCL is loosely coupled from its actual representation technologies and is currently used to structure XML and RDF files (see examples).","[""markuplanguage""]","No","No","[""B2AI_TOPIC:1""]",,,"Yes","No",,,"doi:10.1016/j.resmic.2010.02.005",,,,,"No","[""Biology""]",,,
"B2AI_STANDARD:202","WFDB Format","MIMIC Waveform Database Format","Biomedical Standard","Format for MIMIC Waveform Database records.","[""fileformat"", ""has_ai_application"", ""implementation_maturity_production""]","Yes","Yes","[""B2AI_TOPIC:37""]","[""B2AI_ORG:57"", ""B2AI_ORG:115""]",,"Yes","No","https://wfdb.io/mimic_wfdb_tutorials/mimic/formatting.html",,,,,,,"Yes","[""Waveform""]","[""MIT-LCP"", ""AI/ML for Clinical Care Grand Challenge""]",,
"B2AI_STANDARD:203","MINSEQE","Minimal Information about a high throughput SEQuencing Experiment","Biomedical Standard","Information needed to enable the unambiguous interpretation and facilitate reproduction of the results of a high throughput sequencing experiment.","[""minimuminformationschema""]","No","No","[""B2AI_TOPIC:12"", ""B2AI_TOPIC:13""]",,,"Yes","No","https://zenodo.org/record/5706412","https://drive.google.com/file/d/1YyvWT02puzMG_UgNmfAEJwVr60-pMvIE/view?usp=sharing",,,,,,"No","[""Gene"", ""Genome""]",,,
"B2AI_STANDARD:204","MISME","Minimal Information about a Self-Monitoring Experiment","Biomedical Standard","This is a reporting guideline for self-monitoring and quantified-self experiments and their use for research purposes.","[""minimuminformationschema""]","No","No","[""B2AI_TOPIC:5""]",,,"No","No",,,"doi:10.3233/978-1-61499-423-7-79",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:205","MIRIAM","Minimal Information Required In the Annotation of Models","Biomedical Standard","A set of guidelines for the consistent annotation and curation of computational models in biology.","[""minimuminformationschema""]","No","No","[""B2AI_TOPIC:5""]",,"[""B2AI_ORG:19""]","Yes","No","http://co.mbine.org/standards/miriam",,,,,,,"No","[""Data""]",,"[""COMBINE""]","[""COmputational Modeling in BIology NEtwork""]"
"B2AI_STANDARD:206","MIFlowCyt","Minimum Information about a Flow Cytometry Experiment","Biomedical Standard","The fundamental tenet of scientific research is that the published results of any study have to be open to independent validation or refutation. The Minimum Information about a Flow Cytometry Experiment (MIFlowCyt) establishes criteria for recording and reporting information about the flow cytometry experiment overview, samples, instrumentation and data analysis. It promotes consistent annotation of clinical, biological and technical issues surrounding a flow cytometry experiment by specifying the requirements for data content and by providing a structured framework for capturing information.","[""minimuminformationschema""]","No","No","[""B2AI_TOPIC:2""]",,,"Yes","No","https://isac-net.org/page/MIFlowCyt",,"doi:10.1002/cyto.a.20623",,,,,"No","[""Cell""]",,,
"B2AI_STANDARD:207","MIAPE","Minimum Information About a Proteomics Experiment","Biomedical Standard","Information from whole proteomics experiments; where samples came from, and how analyses of them were performed.","[""minimuminformationschema""]","No","No","[""B2AI_TOPIC:28""]","[""B2AI_ORG:41""]","[""B2AI_ORG:41""]","Yes","No","https://www.psidev.info/miape",,,,,,,"No","[""Proteome""]","[""HUPO-PSI""]","[""HUPO-PSI""]","[""Human Proteome Organization Proteomics Standards Initiative""]"
"B2AI_STANDARD:208","MIARE","Minimum Information About a RNAi Experiment","Biomedical Standard","Minimum Information About an RNAi Experiment (MIARE) is a set of reporting guidelines that describes the minimum information that should be reported about an RNAi experiment to enable the unambiguous interpretation and reproduction of the results. MIARE forms part of a larger effort to develop RNAi data standards that include a data model, data exchange format, controlled vocabulary and supporting software tools.","[""minimuminformationschema""]","No","No","[""B2AI_TOPIC:33""]",,,"Yes","No","http://miare.sourceforge.net/HomePage",,,,,,,"No","[""Transcript""]",,,
"B2AI_STANDARD:209","MIxS","Minimum information about any sequence","Biomedical Standard","The minimum information about any (x) sequence (MIxS) is.a unified standard for describing sequence data and to provide a single point of entry for the scientific community to access and learn about the Genomic Standards Consortium (GSC) checklists.","[""minimuminformationschema""]","No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:38""]","[""B2AI_ORG:38""]","Yes","No","https://genomicsstandardsconsortium.github.io/mixs/","https://github.com/GenomicsStandardsConsortium/mixs/","doi:10.1038/nbt.1823",,,,,"No","[""Data""]","[""GSC""]","[""GSC""]","[""Genomic Standards Consortium""]"
"B2AI_STANDARD:210","MIAPPE","Minimum Information About Plant Phenotyping Experiments","Biomedical Standard","A reporting guideline for plant phenotyping experiments. Comprises a checklist, i.e., a list of attributes that may be necessary to fully describe an experiment so that it is understandable and replicable. Should be consulted by people recording and depositing the data. Covers description of the following aspects of plant phenotyping experiment - study, environment, experimental design, sample management, biosource, treatment and phenotype. To read more, please visit http://cropnet.pl/phenotypes","[""minimuminformationschema""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://www.miappe.org/",,,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:211","MIASM","Minimum Information About Somatic Mutation","Biomedical Standard","MIASM was developed for the collection of somatic variations to promote standards for annotations of somatic variation data, and to promote data integration with other data resources.","[""minimuminformationschema""]","No","No","[""B2AI_TOPIC:35""]",,,"Yes","No","http://structure.bmc.lu.se/MIASM/miasm.html",,"doi:10.1002/humu.20832",,,,,"No","[""Variant""]",,,
"B2AI_STANDARD:212","MIQAS","Minimum Information for QTLs and Association Studies","Biomedical Standard","The MIQAS set of rules accompanied with the standardized XML and tab-delimited file formats will serve two goals - to encourage research groups that wish to publish a QTL paper to provide and submit the necessary information that would make meta-analysis possible and to allow easy interchange of data between different QTL and association analysis databases. Databases that implement the standardized XML format will typically write an import and an export filter to read data from and dump data into that an XML file. This is the same approach as used for the exchange of sequences between NCBI, Ensembl and DDBJ at the early stages of the Human Genome Project.","[""minimuminformationschema""]","No","No","[""B2AI_TOPIC:35""]",,,"Yes","No","http://miqas.sourceforge.net/",,,,,,,"No","[""Variant""]",,,
"B2AI_STANDARD:213","MIABIS","Minimum information required to initiate collaborations between biobanks","Biomedical Standard","MIABIS represents the minimum information required to initiate collaborations between biobanks and to enable the exchange of biological samples and data. The aim is to facilitate the reuse of bio-resources and associated data by harmonizing biobanking and biomedical research.","[""minimuminformationschema""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No",,,"doi:10.1089/bio.2015.0070",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:214","MIAPE-Quant","Minimum information required to report the use of quantification techniques in a proteomics experiment","Biomedical Standard","This module identifies the minimum information required to report the use of quantification techniques in a proteomics experiment, sufficient to support both the effective interpretation and assessment of the data and the potential recreation of the results of the data analysis.","[""minimuminformationschema""]","No","No","[""B2AI_TOPIC:28""]","[""B2AI_ORG:41""]","[""B2AI_ORG:41""]","Yes","No","https://www.psidev.info/attachments/miape-quant-091-documents",,,,,,,"No","[""Proteome""]","[""HUPO-PSI""]","[""HUPO-PSI""]","[""Human Proteome Organization Proteomics Standards Initiative""]"
"B2AI_STANDARD:215","ModelCIF","ModelCIF","Biomedical Standard","An extension of the Protein Data Bank Exchange / macromolecular Crystallographic Information Framework (PDBx/mmCIF); provides an extensible data representation for deposition, archiving, and public dissemination of predicted 3D models of proteins.",,"No","No","[""B2AI_TOPIC:27""]",,,"Yes","No",,"http://github.com/ihmwg/ModelCIF","doi:10.1101/2022.12.06.518550",,,,,"No","[""Protein Structure Model""]",,,
"B2AI_STANDARD:216","MLHIM","Multilevel Healthcare Information Modeling specifications","Biomedical Standard","The Multilevel Healthcare Information Modeling (MLHIM) specifications enables the exchange of syntactically and semantically interoperable data extracts between distributed, independently developed, biomedical databases and clinical applications, promoting syntactic and semantic integration of Translational Research data. The Semantic MedWeb is an implementation of a MLHIM-based database development platform (open source code available at https://github.com/mlhim/SemanticMedWeb)","[""multimodal""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://mlhim-specifications.readthedocs.io/en/master/",,,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:217","MAF","Multiple Alignment Format","Biomedical Standard","The multiple alignment format stores a series of multiple alignments in a format that is easy to parse and relatively easy to read. This format stores multiple alignments at the DNA level between entire genomes. Previously used formats are suitable for multiple alignments of single proteins or regions of DNA without rearrangements, but would require considerable extension to cope with genomic issues such as forward and reverse strand directions, multiple pieces to the alignment, and so forth.","[""fileformat""]","No","No","[""B2AI_TOPIC:23""]",,"[""B2AI_ORG:119""]","Yes","No","http://genome.ucsc.edu/FAQ/FAQformat.html#format5",,,,,,,"No","[""Omics""]",,"[""UCSC""]","[""University of California, Santa Cruz""]"
"B2AI_STANDARD:218","mz5","mz5 format","Biomedical Standard","mz5 is a complete reimplementation of the mzML ontology that is based on the efficient, industrial strength storage backend HDF5.","[""fileformat""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No",,,"doi:10.1074/mcp.O111.011379",,,,"[""B2AI_STANDARD:339""]","No","[""Data""]",,,
"B2AI_STANDARD:219","mzData","mzData format","Biomedical Standard","mzData is an XML format for representing mass spectrometry data in such a way as to completely describe the instrumental aspects of the experiment. This format is deprecated and has been superseded by mzML.","[""fileformat""]","No","No","[""B2AI_TOPIC:28""]","[""B2AI_ORG:41""]","[""B2AI_ORG:41""]","Yes","No","https://psidev.info/mass-spectrometry-workgroup#mzdata",,,,,,,"No","[""Proteome""]","[""HUPO-PSI""]","[""HUPO-PSI""]","[""Human Proteome Organization Proteomics Standards Initiative""]"
"B2AI_STANDARD:220","mzIndentML","mzIndentML format","Biomedical Standard","A large number of different proteomics search engines are available that produce output in a variety of different formats. It is intended that mzIdentML will provide a common format for the export of identification results from any search engine. The format was originally developed under the name AnalysisXML as a format for several types of computational analyses performed over mass spectra in the proteomics context.","[""fileformat""]","No","No","[""B2AI_TOPIC:28""]","[""B2AI_ORG:41""]","[""B2AI_ORG:41""]","Yes","No","https://www.psidev.info/mzidentml",,,,,,,"No","[""Proteome""]","[""HUPO-PSI""]","[""HUPO-PSI""]","[""Human Proteome Organization Proteomics Standards Initiative""]"
"B2AI_STANDARD:221","mzML","mzML format","Biomedical Standard","From 2005-2008 there has existed two separate XML formats for encoding raw spectrometer output, mzData developed by the PSI and mzXML developed at the Seattle Proteome Center at the Institute for Systems Biology. It was recognized that the existence of two separate formats for essentially the same thing generated confusion and required extra programming effort. Therefore the PSI, with full participation by ISB, has developed a new format by taking the best aspects of each of the precursor formats to form a single one. It is intended to replace the previous two formats. This new format was originally given a working name of dataXML. The final name is mzML.","[""fileformat""]","No","No","[""B2AI_TOPIC:28""]","[""B2AI_ORG:41""]","[""B2AI_ORG:41""]","Yes","No","https://psidev.info/mzML","http://www.peptideatlas.org/tmp/mzML1.1.0.html","doi:10.1007/978-1-60761-444-9_22",,,,,"No","[""Proteome""]","[""HUPO-PSI""]","[""HUPO-PSI""]","[""Human Proteome Organization Proteomics Standards Initiative""]"
"B2AI_STANDARD:222","mzQuantML","mzQuantML format","Biomedical Standard","The mzQuantML standard format is intended to store the systematic description of workflows quantifying molecules (principly peptides and proteins) by mass spectrometry. A large number of different software packages are available that produce output in a variety of different formats. It is intended that mzQuantML will provide a common format for the export of identification results from any software package. The format was originally developed under the name AnalysisXML as a format for several types of computational analyses performed over mass spectra in the proteomics context. It has been decided to split development into two formats, mzIdentML for peptide and protein identification and mzQuantML (described here), covering quantitative proteomic data derived from MS. The development of mzQuantML is driven by some general principles, specific use cases and the goal of supporting specific techniques, as listed below. These were discussed and agreed at the development meeting in Tubingen in July 2011.","[""fileformat""]","No","No","[""B2AI_TOPIC:28""]","[""B2AI_ORG:41""]","[""B2AI_ORG:41""]","Yes","No","https://www.psidev.info/mzquantml",,,,,,,"No","[""Proteome""]","[""HUPO-PSI""]","[""HUPO-PSI""]","[""Human Proteome Organization Proteomics Standards Initiative""]"
